,chromosome,start,stop,gene,score,strand,thickStart,thickEnd,gene_id
10339,chr3R,6468391,6468451,CG2330_1,900,+,6468440,6468451,CG2330
10344,chr3R,6527388,6527448,CG15185_1,900,+,6527437,6527448,CG15185
10345,chr3R,6549022,6549082,Pif2_1,900,+,6549071,6549082,Pif2
10346,chr3R,6560399,6560459,CG1137_1,900,-,6560399,6560410,CG1137
10347,chr3R,6580803,6580863,CG2336_1,900,+,6580852,6580863,CG2336
10348,chr3R,6593332,6593392,dpr11_1,900,-,6593332,6593343,dpr11
10349,chr3R,6598030,6598090,CG1138_1,900,-,6598030,6598041,CG1138
10350,chr3R,6601246,6601306,CG31482_1,900,+,6601295,6601306,CG31482
10351,chr3R,6608901,6608961,glob2_1,900,-,6608901,6608912,glob2
10352,chr3R,6627902,6627962,sowi_1,900,-,6627902,6627913,sowi
10353,chr3R,6630102,6630162,sunz_1,900,+,6630151,6630162,sunz
10354,chr3R,6641194,6641254,CG31286_1,900,+,6641243,6641254,CG31286
10355,chr3R,6644421,6644481,CG1315_1,900,-,6644421,6644432,CG1315
10356,chr3R,6646858,6646918,Taf1_1,900,+,6646907,6646918,Taf1
10359,chr3R,6657865,6657925,twr_1,900,+,6657914,6657925,twr
10360,chr3R,6660070,6660130,agt_1,900,-,6660070,6660081,agt
10363,chr3R,6684396,6684456,Edg84A_1,900,+,6684445,6684456,Edg84A
10364,chr3R,6686678,6686738,Ccp84Ag_1,900,+,6686727,6686738,Ccp84Ag
10365,chr3R,6690246,6690306,Ccp84Af_1,900,-,6690246,6690257,Ccp84Af
10366,chr3R,6691747,6691807,Ccp84Ae_1,900,-,6691747,6691758,Ccp84Ae
10367,chr3R,6692682,6692742,Ccp84Ad_1,900,+,6692731,6692742,Ccp84Ad
10368,chr3R,6696257,6696317,Ccp84Ac_1,900,-,6696257,6696268,Ccp84Ac
10369,chr3R,6702866,6702926,Ccp84Ab_1,900,-,6702866,6702877,Ccp84Ab
10370,chr3R,6704034,6704094,Ccp84Aa_1,900,+,6704083,6704094,Ccp84Aa
10371,chr3R,6742061,6742121,pb_1,900,-,6742061,6742072,pb
10372,chr3R,6744125,6744185,zen2_1,900,-,6744125,6744136,zen2
10373,chr3R,6748034,6748094,CG34297_1,900,-,6748034,6748045,CG34297
10374,chr3R,6754183,6754243,zen_1,900,-,6754183,6754194,zen
10375,chr3R,6759438,6759498,bcd_1,900,-,6759438,6759449,bcd
10376,chr3R,6762541,6762601,Ama_1,900,+,6762590,6762601,Ama
10377,chr3R,6763356,6763416,AMAL_1,900,+,6763405,6763416,AMAL
10378,chr3R,6791786,6791846,HMDF_1,900,+,6791835,6791846,HMDF
10381,chr3R,6864224,6864284,HMFT_1,900,+,6864273,6864284,HMFT
10382,chr3R,6932826,6932886,Antp_1,900,-,6932826,6932837,Antp
10383,chr3R,6999214,6999274,HMAN_1,900,-,6999214,6999225,HMAN
10384,chr3R,7052240,7052300,Sodh-1_1,900,+,7052289,7052300,Sodh-1
10385,chr3R,7052479,7052539,CG1982_1,900,+,7052528,7052539,CG1982
10386,chr3R,7054489,7054549,CG1979_1,900,+,7054538,7054549,CG1979
10387,chr3R,7059249,7059309,dj_1,900,+,7059298,7059309,dj
10388,chr3R,7060746,7060806,djl_1,900,+,7060795,7060806,djl
10389,chr3R,7062157,7062217,CG1988_1,900,+,7062206,7062217,CG1988
10390,chr3R,7067115,7067175,CG1105_1,900,-,7067115,7067126,CG1105
10391,chr3R,7067357,7067417,CG1965_1,900,+,7067406,7067417,CG1965
10392,chr3R,7074399,7074459,CG1104_1,900,-,7074399,7074410,CG1104
10396,chr3R,7080372,7080432,CG1101_1,900,-,7080372,7080383,CG1101
10397,chr3R,7082141,7082201,Dpck_1,900,+,7082190,7082201,Dpck
10400,chr3R,7086551,7086611,TBA1_1,900,+,7086600,7086611,TBA1
10401,chr3R,7094002,7094062,e(y)2b_1,900,+,7094051,7094062,e(y)2b
10403,chr3R,7116681,7116741,MLP2_1,900,-,7116681,7116692,MLP2
10404,chr3R,7117718,7117778,Mlp84B_1,900,-,7117718,7117729,Mlp84B
10407,chr3R,7124569,7124629,CG10098_1,900,+,7124618,7124629,CG10098
10408,chr3R,7127968,7128028,CG10068_1,900,-,7127968,7127979,CG10068
10411,chr3R,7131490,7131550,CG31493_1,900,+,7131539,7131550,CG31493
10412,chr3R,7136158,7136218,Fer1_1,900,+,7136207,7136218,Fer1
10413,chr3R,7144277,7144337,CG14610_1,900,-,7144277,7144288,CG14610
10414,chr3R,7144706,7144766,CG2656_1,900,+,7144755,7144766,CG2656
10417,chr3R,7151296,7151356,Sas-4_1,900,+,7151345,7151356,Sas-4
10418,chr3R,7155141,7155201,MAGE_1,900,-,7155141,7155152,MAGE
10419,chr3R,7162841,7162901,sas_1,900,+,7162890,7162901,sas
10420,chr3R,7186658,7186718,CG10055_1,900,-,7186658,7186669,CG10055
10421,chr3R,7186951,7187011,CG2520_1,900,+,7187000,7187011,CG2520
10422,chr3R,7200959,7201019,CG14609_1,900,+,7201008,7201019,CG14609
10423,chr3R,7208411,7208471,CG1288_1,900,-,7208411,7208422,CG1288
10424,chr3R,7217089,7217149,CG14606_1,900,-,7217089,7217100,CG14606
10425,chr3R,7219702,7219762,CG14605_1,900,-,7219702,7219713,CG14605
10426,chr3R,7224353,7224413,CG14608_1,900,+,7224402,7224413,CG14608
10427,chr3R,7241710,7241770,CG14607_1,900,+,7241759,7241770,CG14607
10428,chr3R,7246956,7247016,CG1234_1,900,-,7246956,7246967,CG1234
10433,chr3R,7249749,7249809,CG10050_1,900,+,7249798,7249809,CG10050
10436,chr3R,7265684,7265744,Gld_1,900,-,7265684,7265695,Gld
10437,chr3R,7266019,7266079,CG10047_1,900,+,7266068,7266079,CG10047
10438,chr3R,7285875,7285935,RacGAP84C_1,900,+,7285924,7285935,RacGAP84C
10441,chr3R,7317166,7317226,CG10029_1,900,-,7317166,7317177,CG10029
10442,chr3R,7325541,7325601,CG44335_1,900,+,7325590,7325601,CG44335
10443,chr3R,7345038,7345098,CG31496_1,900,+,7345087,7345098,CG31496
10444,chr3R,7346763,7346823,nxf4_1,900,+,7346812,7346823,nxf4
10445,chr3R,7349557,7349617,CG43290_1,900,-,7349557,7349568,CG43290
10446,chr3R,7362109,7362169,CG17944_1,900,-,7362109,7362120,CG17944
10447,chr3R,7363753,7363813,Mst84Dd_1,900,-,7363753,7363764,Mst84Dd
10448,chr3R,7364683,7364743,Mst84Dc_1,900,-,7364683,7364694,Mst84Dc
10449,chr3R,7365639,7365699,Mst84Db_1,900,-,7365639,7365650,Mst84Db
10450,chr3R,7365795,7365855,Mst84Da_1,900,+,7365844,7365855,Mst84Da
10451,chr3R,7391406,7391466,CG42650_1,900,+,7391455,7391466,CG42650
10452,chr3R,7420693,7420753,wa-cup_1,900,+,7420742,7420753,wa-cup
10453,chr3R,7439716,7439776,CG14598_1,900,+,7439765,7439776,CG14598
10454,chr3R,7473759,7473819,CG1142_1,900,-,7473759,7473770,CG1142
10456,chr3R,7493260,7493320,CG42656_1,900,-,7493260,7493271,CG42656
10458,chr3R,7502383,7502443,CG1287_1,900,-,7502383,7502394,CG1287
10459,chr3R,7505085,7505145,alpha-Est9_1,900,-,7505085,7505096,alpha-Est9
10460,chr3R,7515657,7515717,alpha-Est8_1,900,-,7515657,7515668,alpha-Est8
10461,chr3R,7519450,7519510,Ubc84D_1,900,-,7519450,7519461,Ubc84D
10462,chr3R,7523740,7523800,CG1112_1,900,-,7523740,7523751,CG1112
10463,chr3R,7528690,7528750,alpha-Est6_1,900,-,7528690,7528701,alpha-Est6
10466,chr3R,7530706,7530766,TBA3_1,900,+,7530755,7530766,TBA3
10467,chr3R,7536331,7536391,alpha-Est5_1,900,-,7536331,7536342,alpha-Est5
10468,chr3R,7538577,7538637,alpha-Est4_1,900,-,7538577,7538588,alpha-Est4
10472,chr3R,7541790,7541850,alpha-Est2_1,900,+,7541839,7541850,alpha-Est2
10473,chr3R,7542695,7542755,CG2505_1,900,+,7542744,7542755,CG2505
10474,chr3R,7549068,7549128,CG1031_1,900,-,7549068,7549079,CG1031
10475,chr3R,7639447,7639507,CG34127_1,900,-,7639447,7639458,CG34127
10476,chr3R,7658199,7658259,Nlg1_1,900,+,7658248,7658259,Nlg1
10477,chr3R,7722380,7722440,CG2616_1,900,+,7722429,7722440,CG2616
10478,chr3R,7739549,7739609,CG43254_1,900,-,7739549,7739560,CG43254
10479,chr3R,7750064,7750124,pyd3_1,900,-,7750064,7750075,pyd3
10480,chr3R,7758148,7758208,CG10919_1,900,+,7758197,7758208,CG10919
10483,chr3R,7771764,7771824,CG11286_1,900,-,7771764,7771775,CG11286
10484,chr3R,7783459,7783519,CG18747_1,900,-,7783459,7783470,CG18747
10485,chr3R,7786137,7786197,CG18745_1,900,-,7786137,7786148,CG18745
10486,chr3R,7787922,7787982,CG18748_1,900,-,7787922,7787933,CG18748
10487,chr3R,7790172,7790232,CG18746_1,900,-,7790172,7790183,CG18746
10488,chr3R,7790591,7790651,CG10086_1,900,+,7790640,7790651,CG10086
10489,chr3R,7794033,7794093,CG2641_1,900,+,7794082,7794093,CG2641
10490,chr3R,7798784,7798844,CG18744_1,900,-,7798784,7798795,CG18744
10491,chr3R,7802154,7802214,CG3014_1,900,-,7802154,7802165,CG3014
10492,chr3R,7804378,7804438,CG18268_1,900,-,7804378,7804389,CG18268
10493,chr3R,7809997,7810057,CG2993_1,900,-,7809997,7810008,CG2993
10494,chr3R,7810526,7810586,sgll_1,900,+,7810575,7810586,sgll
10495,chr3R,7811784,7811844,CG31473_1,900,+,7811833,7811844,CG31473
10498,chr3R,7886721,7886781,CG17816_1,900,-,7886721,7886732,CG17816
10499,chr3R,7887088,7887148,CG10092_1,900,+,7887137,7887148,CG10092
10502,chr3R,7902647,7902707,CG2957_1,900,-,7902647,7902658,CG2957
10505,chr3R,7911768,7911828,Prat_1,900,-,7911768,7911779,Prat
10506,chr3R,7913204,7913264,CG2846_1,900,-,7913204,7913215,CG2846
10507,chr3R,7913833,7913893,CG2678_1,900,+,7913882,7913893,CG2678
10510,chr3R,7920420,7920480,lds_1,900,+,7920469,7920480,lds
10511,chr3R,7962793,7962853,dsx_1,900,-,7962793,7962804,dsx
10514,chr3R,7978910,7978970,Os-C_1,900,+,7978959,7978970,Os-C
10515,chr3R,7980312,7980372,Sfp84E_1,900,-,7980312,7980323,Sfp84E
10516,chr3R,7995792,7995852,CG2781_1,900,-,7995792,7995803,CG2781
10519,chr3R,8001307,8001367,Kmn2_1,900,-,8001307,8001318,Kmn2
10520,chr3R,8001564,8001624,CG2698_1,900,+,8001613,8001624,CG2698
10521,chr3R,8008060,8008120,CG2767_1,900,-,8008060,8008071,CG2767
10524,chr3R,8013170,8013230,CG10435_1,900,-,8013170,8013181,CG10435
10525,chr3R,8013764,8013824,Pbp95_1,900,+,8013813,8013824,Pbp95
10527,chr3R,8029535,8029595,ImpE3_1,900,-,8029535,8029546,ImpE3
10531,chr3R,8032956,8033016,CG11035_1,900,-,8032956,8032967,CG11035
10532,chr3R,8033255,8033315,unc-45_1,900,+,8033304,8033315,unc-45
10533,chr3R,8041179,8041239,CG43060_1,900,+,8041228,8041239,CG43060
10534,chr3R,8049590,8049650,CG43061_1,900,+,8049639,8049650,CG43061
10535,chr3R,8059235,8059295,mAChR-B_1,900,+,8059284,8059295,mAChR-B
10536,chr3R,8087310,8087370,CG7910_1,900,+,8087359,8087370,CG7910
10537,chr3R,8094058,8094118,CG7900_1,900,+,8094107,8094118,CG7900
10540,chr3R,8122690,8122750,CG7878_1,900,+,8122739,8122750,CG7878
10541,chr3R,8126324,8126384,CG9667_1,900,-,8126324,8126335,CG9667
10542,chr3R,8126559,8126619,Gie_1,900,+,8126608,8126619,Gie
10543,chr3R,8181430,8181490,grn_1,900,-,8181430,8181441,grn
10544,chr3R,8204843,8204903,CheA84a_1,900,-,8204843,8204854,CheA84a
10545,chr3R,8217922,8217982,CG7800_1,900,+,8217971,8217982,CG7800
10546,chr3R,8220097,8220157,CG18249_1,900,+,8220146,8220157,CG18249
10549,chr3R,8240479,8240539,CG9638_1,900,-,8240479,8240490,CG9638
10550,chr3R,8243771,8243831,CG9636_1,900,-,8243771,8243782,CG9636
10551,chr3R,8244031,8244091,CG33722_1,900,+,8244080,8244091,CG33722
10552,chr3R,8248373,8248433,CG15864_1,900,+,8248422,8248433,CG15864
10553,chr3R,8250449,8250509,mtg_1,900,+,8250498,8250509,mtg
10554,chr3R,8264431,8264491,RpA-70_1,900,-,8264431,8264442,RpA-70
10555,chr3R,8264964,8265024,Mcm2_1,900,+,8265013,8265024,Mcm2
10556,chr3R,8269874,8269934,CG9630_1,900,-,8269874,8269885,CG9630
10557,chr3R,8278002,8278062,ato_1,900,+,8278051,8278062,ato
10558,chr3R,8287920,8287980,CG11671_1,900,+,8287969,8287980,CG11671
10559,chr3R,8290560,8290620,CG11672_1,900,-,8290560,8290571,CG11672
10560,chr3R,8291193,8291253,CG31464_1,900,+,8291242,8291253,CG31464
10561,chr3R,8292301,8292361,CG31463_1,900,+,8292350,8292361,CG31463
10562,chr3R,8300999,8301059,CG9626_1,900,-,8300999,8301010,CG9626
10563,chr3R,8301396,8301456,mRpL1_1,900,+,8301445,8301456,mRpL1
10564,chr3R,8304000,8304060,nac_1,900,-,8304000,8304011,nac
10565,chr3R,8305238,8305298,Sgt1_1,900,-,8305238,8305249,Sgt1
10566,chr3R,8308623,8308683,tex_1,900,-,8308623,8308634,tex
10567,chr3R,8310766,8310826,CG11693_1,900,-,8310766,8310777,CG11693
10568,chr3R,8312115,8312175,CG11698_1,900,+,8312164,8312175,CG11698
10569,chr3R,8312136,8312196,CG11694_1,900,-,8312136,8312147,CG11694
10570,chr3R,8313164,8313224,eIF4AIII_1,900,+,8313213,8313224,eIF4AIII
10571,chr3R,8316508,8316568,Coq2_1,900,-,8316508,8316519,Coq2
10572,chr3R,8317565,8317625,Ctr1B_1,900,+,8317614,8317625,Ctr1B
10573,chr3R,8324269,8324329,CG7443_1,900,+,8324318,8324329,CG7443
10574,chr3R,8333781,8333841,Poxm_1,900,-,8333781,8333792,Poxm
10575,chr3R,8340987,8341047,CG9603_1,900,-,8340987,8340998,CG9603
10576,chr3R,8343500,8343560,CG9601_1,900,-,8343500,8343511,CG9601
10577,chr3R,8343642,8343702,CG18193_1,900,+,8343691,8343702,CG18193
10578,chr3R,8344368,8344428,DppIII_1,900,+,8344417,8344428,DppIII
10581,chr3R,8349816,8349876,CG7331_1,900,+,8349865,8349876,CG7331
10585,chr3R,8362553,8362613,CG9684_1,900,-,8362553,8362564,CG9684
10586,chr3R,8362764,8362824,CG7963_1,900,+,8362813,8362824,CG7963
10587,chr3R,8420599,8420659,Obp85a_1,900,-,8420599,8420610,Obp85a
10588,chr3R,8477603,8477663,CG45263_1,900,-,8477603,8477614,CG45263
10591,chr3R,8521687,8521747,CG31454_1,900,+,8521736,8521747,CG31454
10592,chr3R,8523925,8523985,CG31259_1,900,+,8523974,8523985,CG31259
10593,chr3R,8528878,8528938,CG11741_1,900,-,8528878,8528889,CG11741
10594,chr3R,8552546,8552606,Or85d_1,900,+,8552595,8552606,Or85d
10595,chr3R,8561708,8561768,pch2_1,900,-,8561708,8561719,pch2
10596,chr3R,8562575,8562635,mRpS18A_1,900,-,8562575,8562586,mRpS18A
10597,chr3R,8562791,8562851,CG31460_1,900,+,8562840,8562851,CG31460
10598,chr3R,8564077,8564137,Cenp-C_1,900,+,8564126,8564137,Cenp-C
10599,chr3R,8578133,8578193,5-HT2B_1,900,+,8578182,8578193,5-HT2B
10602,chr3R,8650780,8650840,CG9738_1,900,-,8650780,8650791,CG9738
10603,chr3R,8651030,8651090,CG8021_1,900,+,8651079,8651090,CG8021
10605,chr3R,8652780,8652840,PYRD_1,900,-,8652780,8652791,PYRD
10610,chr3R,8660382,8660442,CG9748_1,900,-,8660382,8660393,CG9748
10611,chr3R,8660694,8660754,bel_1,900,-,8660694,8660705,bel
10612,chr3R,8663872,8663932,p_1,900,-,8663872,8663883,p
10618,chr3R,8674072,8674132,mRpL19_1,900,+,8674121,8674132,mRpL19
10619,chr3R,8676535,8676595,CG9773_1,900,-,8676535,8676546,CG9773
10620,chr3R,8676909,8676969,CG8043_1,900,+,8676958,8676969,CG8043
10621,chr3R,8680033,8680093,CG33325_1,900,-,8680033,8680044,CG33325
10622,chr3R,8685160,8685220,CG44227_1,900,-,8685160,8685171,CG44227
10625,chr3R,8712947,8713007,CG8112_1,900,+,8712996,8713007,CG8112
10630,chr3R,8721368,8721428,CG8136_1,900,+,8721417,8721428,CG8136
10631,chr3R,8723115,8723175,CG8145_1,900,+,8723164,8723175,CG8145
10632,chr3R,8725414,8725474,CG11762_1,900,+,8725463,8725474,CG11762
10633,chr3R,8726799,8726859,CG8159_1,900,+,8726848,8726859,CG8159
10634,chr3R,8729702,8729762,ranshi_1,900,-,8729702,8729713,ranshi
10635,chr3R,8731648,8731708,M1BP_1,900,-,8731648,8731659,M1BP
10636,chr3R,8732050,8732110,CG8202_1,900,+,8732099,8732110,CG8202
10639,chr3R,8747773,8747833,CG8223_1,900,+,8747822,8747833,CG8223
10640,chr3R,8752643,8752703,CG34135_1,900,-,8752643,8752654,CG34135
10641,chr3R,8768189,8768249,CG11768_1,900,-,8768189,8768200,CG11768
10642,chr3R,8769329,8769389,CG8236_1,900,+,8769378,8769389,CG8236
10643,chr3R,8772675,8772735,CG13318_1,900,-,8772675,8772686,CG13318
10644,chr3R,8773369,8773429,CG34301_1,900,+,8773418,8773429,CG34301
10646,chr3R,8780796,8780856,CG33189_1,900,-,8780796,8780807,CG33189
10649,chr3R,8794622,8794682,Ir85a_1,900,+,8794671,8794682,Ir85a
10652,chr3R,8801522,8801582,Tcp-1eta_1,900,+,8801571,8801582,Tcp-1eta
10655,chr3R,8806315,8806375,hng2_1,900,+,8806364,8806375,hng2
10656,chr3R,8809800,8809860,CG9837_1,900,-,8809800,8809811,CG9837
10657,chr3R,8820667,8820727,CG9821_1,900,-,8820667,8820678,CG9821
10658,chr3R,8821952,8822012,CG8369_1,900,+,8822001,8822012,CG8369
10659,chr3R,8824162,8824222,CG9836_1,900,-,8824162,8824173,CG9836
10660,chr3R,8824367,8824427,CG8379_1,900,+,8824416,8824427,CG8379
10666,chr3R,8935081,8935141,osk_1,900,+,8935130,8935141,osk
10667,chr3R,8938708,8938768,skap_1,900,+,8938757,8938768,skap
10668,chr3R,8944987,8945047,CG11964_1,900,-,8944987,8944998,CG11964
10669,chr3R,8963024,8963084,CG11966_1,900,-,8963024,8963035,CG11966
10670,chr3R,8980812,8980872,CAHbeta_1,900,+,8980861,8980872,CAHbeta
10671,chr3R,8984282,8984342,RagA-B_1,900,-,8984282,8984293,RagA-B
10674,chr3R,8992928,8992988,E(var)3-9_1,900,-,8992928,8992939,E(var)3-9
10675,chr3R,8993208,8993268,CG11975_1,900,+,8993257,8993268,CG11975
10676,chr3R,8997626,8997686,CG11977_1,900,+,8997675,8997686,CG11977
10679,chr3R,9004000,9004060,CG11980_1,900,+,9004049,9004060,CG11980
10680,chr3R,9006157,9006217,Prosbeta3_1,900,-,9006157,9006168,Prosbeta3
10681,chr3R,9006407,9006467,CG11982_1,900,+,9006456,9006467,CG11982
10682,chr3R,9008375,9008435,CG11983_1,900,+,9008424,9008435,CG11983
10687,chr3R,9015330,9015390,CG11985_1,900,-,9015330,9015341,CG11985
10688,chr3R,9015408,9015468,CG11986_1,900,+,9015457,9015468,CG11986
10689,chr3R,9020008,9020068,tgo_1,900,-,9020008,9020019,tgo
10701,chr3R,9050791,9050851,Mst85C_1,900,+,9050840,9050851,Mst85C
10704,chr3R,9065048,9065108,beag_1,900,-,9065048,9065059,beag
10705,chr3R,9065165,9065225,Ada_1,900,+,9065214,9065225,Ada
10707,chr3R,9177467,9177527,CG11997_1,900,+,9177516,9177527,CG11997
10713,chr3R,9245852,9245912,ird1_1,900,-,9245852,9245863,ird1
10716,chr3R,9251774,9251834,St2_1,900,+,9251823,9251834,St2
10717,chr3R,9254966,9255026,CG16734_1,900,+,9255015,9255026,CG16734
10718,chr3R,9257758,9257818,CG16736_1,900,-,9257758,9257769,CG16736
10719,chr3R,9258444,9258504,Ibf2_1,900,-,9258444,9258455,Ibf2
10720,chr3R,9258929,9258989,Ibf1_1,900,+,9258978,9258989,Ibf1
10721,chr3R,9260633,9260693,VhaM8.9_1,900,+,9260682,9260693,VhaM8.9
10724,chr3R,9266869,9266929,Aats-trp_1,900,-,9266869,9266880,Aats-trp
10725,chr3R,9266982,9267042,Vps16A_1,900,+,9267031,9267042,Vps16A
10726,chr3R,9321739,9321799,HP1e_1,900,+,9321788,9321799,HP1e
10727,chr3R,9328491,9328551,CG8861_1,900,-,9328491,9328502,CG8861
10728,chr3R,9330325,9330385,CG12951_1,900,-,9330325,9330336,CG12951
10729,chr3R,9331884,9331944,CG16749_1,900,-,9331884,9331895,CG16749
10730,chr3R,9334684,9334744,CG8866_1,900,-,9334684,9334695,CG8866
10731,chr3R,9335143,9335203,CG8121_1,900,+,9335192,9335203,CG8121
10734,chr3R,9341821,9341881,CG16750_1,900,+,9341870,9341881,CG16750
10736,chr3R,9355911,9355971,CG43675_1,900,+,9355960,9355971,CG43675
10737,chr3R,9363260,9363320,CG18473_1,900,+,9363309,9363320,CG18473
10738,chr3R,9365351,9365411,CG8129_1,900,+,9365400,9365411,CG8129
10741,chr3R,9398124,9398184,Or85f_1,900,+,9398173,9398184,Or85f
10742,chr3R,9400015,9400075,CG34117_1,900,-,9400015,9400026,CG34117
10743,chr3R,9400985,9401045,RpL34b_1,900,-,9400985,9400996,RpL34b
10744,chr3R,9401206,9401266,CG9354_1,900,-,9401206,9401217,CG9354
10745,chr3R,9401450,9401510,CG8132_1,900,+,9401499,9401510,CG8132
10746,chr3R,9404105,9404165,CG9356_1,900,-,9404105,9404116,CG9356
10747,chr3R,9404340,9404400,CG8135_1,900,+,9404389,9404400,CG8135
10748,chr3R,9408163,9408223,CG44261_1,900,-,9408163,9408174,CG44261
10749,chr3R,9410216,9410276,betaTub85D_1,900,-,9410216,9410227,betaTub85D
10750,chr3R,9412300,9412360,Task7_1,900,-,9412300,9412311,Task7
10751,chr3R,9412546,9412606,alpha-Man-II_1,900,+,9412595,9412606,alpha-Man-II
10758,chr3R,9456531,9456591,GstZ1_1,900,-,9456531,9456542,GstZ1
10762,chr3R,9493685,9493745,CG16779_1,900,-,9493685,9493696,CG16779
10763,chr3R,9494753,9494813,CG8147_1,900,+,9494802,9494813,CG8147
10766,chr3R,9504611,9504671,CG8149_1,900,+,9504660,9504671,CG8149
10767,chr3R,9510267,9510327,CG9373_1,900,-,9510267,9510278,CG9373
10768,chr3R,9513044,9513104,Ras85D_1,900,-,9513044,9513055,Ras85D
10769,chr3R,9513289,9513349,Rlb1_1,900,+,9513338,9513349,Rlb1
10770,chr3R,9515893,9515953,mRpL47_1,900,-,9515893,9515904,mRpL47
10771,chr3R,9516009,9516069,JHDM2_1,900,+,9516058,9516069,JHDM2
10772,chr3R,9517073,9517133,CG8176_1,900,+,9517122,9517133,CG8176
10773,chr3R,9532996,9533056,CG9379_1,900,-,9532996,9533007,CG9379
10776,chr3R,9551996,9552056,RnpS1_1,900,+,9552045,9552056,RnpS1
10777,chr3R,9555370,9555430,CG9386_1,900,-,9555370,9555381,CG9386
10778,chr3R,9555759,9555819,CG8199_1,900,+,9555808,9555819,CG8199
10779,chr3R,9559498,9559558,CG9388_1,900,-,9559498,9559509,CG9388
10780,chr3R,9559725,9559785,MBD-like_1,900,+,9559774,9559785,MBD-like
10781,chr3R,9563655,9563715,MTX1_1,900,-,9563655,9563666,MTX1
10782,chr3R,9563907,9563967,Vps45_1,900,+,9563956,9563967,Vps45
10783,chr3R,9570223,9570283,CG16790_1,900,-,9570223,9570234,CG16790
10784,chr3R,9571623,9571683,CG9396_1,900,-,9571623,9571634,CG9396
10790,chr3R,9577993,9578053,CG8273_1,900,+,9578042,9578053,CG8273
10791,chr3R,9581329,9581389,CG8301_1,900,+,9581378,9581389,CG8301
10792,chr3R,9586928,9586988,P58IPK_1,900,+,9586977,9586988,P58IPK
10793,chr3R,9590976,9591036,bocksbeutel_1,900,-,9590976,9590987,bocksbeutel
10799,chr3R,9627247,9627307,CG8319_1,900,+,9627296,9627307,CG8319
10800,chr3R,9631632,9631692,SpdS_1,900,+,9631681,9631692,SpdS
10801,chr3R,9637596,9637656,Scm_1,900,-,9637596,9637607,Scm
10802,chr3R,9640490,9640550,Dh44_1,900,+,9640539,9640550,Dh44
10803,chr3R,9646139,9646199,Fst_1,900,-,9646139,9646150,Fst
10804,chr3R,9653212,9653272,CG43441_1,900,-,9653212,9653223,CG43441
10805,chr3R,9675453,9675513,CG8358_1,900,+,9675502,9675513,CG8358
10806,chr3R,9677905,9677965,CG16817_1,900,+,9677954,9677965,CG16817
10807,chr3R,9679924,9679984,nmdyn-D7_1,900,+,9679973,9679984,nmdyn-D7
10810,chr3R,9705406,9705466,CG31352_1,900,-,9705406,9705417,CG31352
10811,chr3R,9711010,9711070,trbd_1,900,-,9711010,9711021,trbd
10812,chr3R,9711093,9711153,dmt_1,900,+,9711142,9711153,dmt
10813,chr3R,9725592,9725652,hyd_1,900,-,9725592,9725603,hyd
10814,chr3R,9733233,9733293,TBA2_1,900,-,9733233,9733244,TBA2
10815,chr3R,9739943,9740003,CG12950_1,900,-,9739943,9739954,CG12950
10816,chr3R,9740872,9740932,Pnn_1,900,+,9740921,9740932,Pnn
10817,chr3R,9743484,9743544,CG31415_1,900,+,9743533,9743544,CG31415
10818,chr3R,9746371,9746431,CG34409_1,900,-,9746371,9746382,CG34409
10823,chr3R,9754646,9754706,CG16908_1,900,-,9754646,9754657,CG16908
10824,chr3R,9756187,9756247,Rpt3R_1,900,-,9756187,9756198,Rpt3R
10825,chr3R,9756443,9756503,CG8412_1,900,+,9756492,9756503,CG8412
10826,chr3R,9759578,9759638,CG8417_1,900,+,9759627,9759638,CG8417
10827,chr3R,9763132,9763192,Snap24_1,900,-,9763132,9763143,Snap24
10831,chr3R,9767788,9767848,CG8481_1,900,+,9767837,9767848,CG8481
10836,chr3R,9771480,9771540,CG9471_1,900,-,9771480,9771491,CG9471
10837,chr3R,9774408,9774468,Whamy_1,900,-,9774408,9774419,Whamy
10838,chr3R,9775049,9775109,topi_1,900,+,9775098,9775109,topi
10839,chr3R,9778055,9778115,CG8495_1,900,+,9778104,9778115,CG8495
10840,chr3R,9779989,9780049,CG12947_1,900,+,9780038,9780049,CG12947
10841,chr3R,9784355,9784415,MT1_1,900,-,9784355,9784366,MT1
10842,chr3R,9784624,9784684,CG8500_1,900,+,9784673,9784684,CG8500
10843,chr3R,9791183,9791243,CG12945_1,900,-,9791183,9791194,CG12945
10844,chr3R,9791438,9791498,CG8507_1,900,+,9791487,9791498,CG8507
10845,chr3R,9793252,9793312,CG8516_1,900,+,9793301,9793312,CG8516
10846,chr3R,9800986,9801046,CG9467_1,900,-,9800986,9800997,CG9467
10847,chr3R,9801234,9801294,CG8526_1,900,+,9801283,9801294,CG8526
10848,chr3R,9809347,9809407,FBXO11_1,900,-,9809347,9809358,FBXO11
10849,chr3R,9812696,9812756,CG8534_1,900,+,9812745,9812756,CG8534
10850,chr3R,9814096,9814156,eloF_1,900,+,9814145,9814156,eloF
10851,chr3R,9816989,9817049,CG16904_1,900,-,9816989,9817000,CG16904
10852,chr3R,9818397,9818457,CG9459_1,900,-,9818397,9818408,CG9459
10853,chr3R,9819898,9819958,CG9458_1,900,-,9819898,9819909,CG9458
10854,chr3R,9821165,9821225,CG42857_1,900,-,9821165,9821176,CG42857
10855,chr3R,9823741,9823801,CG34302_1,900,-,9823741,9823752,CG34302
